Drug1,Drug2,cell,drug1_db,drug2_db,synergy,fold
METFORMIN,SUNITINIB,T47D,DB00331,DB01268,18.8762240276,1
METFORMIN,SUNITINIB,UACC62,DB00331,DB01268,8.018641753899999,1
METFORMIN,SUNITINIB,VCAP,DB00331,DB01268,14.6940326286,1
METFORMIN,SUNITINIB,ZR751,DB00331,DB01268,-9.1242914758,1
METFORMIN,TEMOZOLOMIDE,A2058,DB00331,DB00853,0.8660648306000001,3
METFORMIN,TEMOZOLOMIDE,A2780,DB00331,DB00853,-5.3084258271,3
METFORMIN,TEMOZOLOMIDE,A375,DB00331,DB00853,-3.7947620517,3
METFORMIN,TEMOZOLOMIDE,CAOV3,DB00331,DB00853,-89.92810380649999,3
METFORMIN,TEMOZOLOMIDE,DLD1,DB00331,DB00853,-4.4165789226,3
METFORMIN,TEMOZOLOMIDE,ES2,DB00331,DB00853,-2.179727699,3
METFORMIN,TEMOZOLOMIDE,HCT116,DB00331,DB00853,-5.3253451319,3
METFORMIN,TEMOZOLOMIDE,HT144,DB00331,DB00853,-10.4209689649,3
METFORMIN,TEMOZOLOMIDE,HT29,DB00331,DB00853,-1.3939872014,3
METFORMIN,TEMOZOLOMIDE,KPL1,DB00331,DB00853,-20.6654716846,3
METFORMIN,TEMOZOLOMIDE,LOVO,DB00331,DB00853,-5.9896691804,3
METFORMIN,TEMOZOLOMIDE,MDAMB436,DB00331,DB00853,-2.0164272382,3
METFORMIN,TEMOZOLOMIDE,NCIH1650,DB00331,DB00853,-9.0752240684,3
METFORMIN,TEMOZOLOMIDE,NCIH2122,DB00331,DB00853,-3.0577587769,3
METFORMIN,TEMOZOLOMIDE,NCIH23,DB00331,DB00853,-7.0646710206,3
METFORMIN,TEMOZOLOMIDE,NCIH460,DB00331,DB00853,-9.9019775411,3
METFORMIN,TEMOZOLOMIDE,NCIH520,DB00331,DB00853,-1.7318893255,3
METFORMIN,TEMOZOLOMIDE,OV90,DB00331,DB00853,-2.2898288559,3
METFORMIN,TEMOZOLOMIDE,RKO,DB00331,DB00853,0.8273582126000001,3
METFORMIN,TEMOZOLOMIDE,RPMI7951,DB00331,DB00853,4.331987322200001,3
METFORMIN,TEMOZOLOMIDE,SKMEL30,DB00331,DB00853,3.0917047517,3
METFORMIN,TEMOZOLOMIDE,SKMES1,DB00331,DB00853,8.4522712791,3
METFORMIN,TEMOZOLOMIDE,SKOV3,DB00331,DB00853,-14.1013284482,3
METFORMIN,TEMOZOLOMIDE,SW620,DB00331,DB00853,-0.7238356693000001,3
METFORMIN,TEMOZOLOMIDE,SW837,DB00331,DB00853,-15.5565241603,3
METFORMIN,TEMOZOLOMIDE,T47D,DB00331,DB00853,-2.0490608183,3
METFORMIN,TEMOZOLOMIDE,UACC62,DB00331,DB00853,-5.5621668093,3
METFORMIN,TEMOZOLOMIDE,VCAP,DB00331,DB00853,-11.6949122847,3
METFORMIN,TEMOZOLOMIDE,ZR751,DB00331,DB00853,-71.7894255798,3
METFORMIN,ZOLINZA,A2058,DB00331,DB02546,6.478402999299999,4
METFORMIN,ZOLINZA,A2780,DB00331,DB02546,7.4376415196,4
METFORMIN,ZOLINZA,A375,DB00331,DB02546,3.3526000396,4
METFORMIN,ZOLINZA,CAOV3,DB00331,DB02546,3.9116084092,4
METFORMIN,ZOLINZA,DLD1,DB00331,DB02546,7.1516847745000005,4
METFORMIN,ZOLINZA,ES2,DB00331,DB02546,-4.667402747,4
METFORMIN,ZOLINZA,HCT116,DB00331,DB02546,0.0779920963,4
METFORMIN,ZOLINZA,HT144,DB00331,DB02546,-2.7067351104000004,4
METFORMIN,ZOLINZA,HT29,DB00331,DB02546,11.1966608176,4
METFORMIN,ZOLINZA,KPL1,DB00331,DB02546,2.9837453712,4
METFORMIN,ZOLINZA,LOVO,DB00331,DB02546,1.4562613703999998,4
METFORMIN,ZOLINZA,MDAMB436,DB00331,DB02546,5.0556312326,4
METFORMIN,ZOLINZA,NCIH1650,DB00331,DB02546,7.312360595599999,4
METFORMIN,ZOLINZA,NCIH2122,DB00331,DB02546,5.5460675749,4
METFORMIN,ZOLINZA,NCIH23,DB00331,DB02546,-5.7882440807,4
METFORMIN,ZOLINZA,NCIH460,DB00331,DB02546,-4.5844542115,4
METFORMIN,ZOLINZA,NCIH520,DB00331,DB02546,2.9922979921,4
METFORMIN,ZOLINZA,OV90,DB00331,DB02546,3.060698,4
METFORMIN,ZOLINZA,RKO,DB00331,DB02546,8.3974715635,4
METFORMIN,ZOLINZA,RPMI7951,DB00331,DB02546,5.136172152099999,4
METFORMIN,ZOLINZA,SKMEL30,DB00331,DB02546,2.4228088583000003,4
METFORMIN,ZOLINZA,SKMES1,DB00331,DB02546,7.0879945487,4
METFORMIN,ZOLINZA,SKOV3,DB00331,DB02546,15.110474368699998,4
METFORMIN,ZOLINZA,SW620,DB00331,DB02546,8.215289544600001,4
METFORMIN,ZOLINZA,SW837,DB00331,DB02546,6.9045320429,4
METFORMIN,ZOLINZA,T47D,DB00331,DB02546,55.6311051081,4
METFORMIN,ZOLINZA,UACC62,DB00331,DB02546,-1.4880016144,4
METFORMIN,ZOLINZA,VCAP,DB00331,DB02546,22.2473972609,4
METFORMIN,ZOLINZA,ZR751,DB00331,DB02546,-17.7220456552,4
METHOTREXATE,ABT-888,A2058,DB00563,DB07232,-20.9261154411,3
METHOTREXATE,ABT-888,A2780,DB00563,DB07232,-4.2193675411000005,3
METHOTREXATE,ABT-888,A375,DB00563,DB07232,-7.5512233528,3
METHOTREXATE,ABT-888,CAOV3,DB00563,DB07232,-2.4044755772,3
METHOTREXATE,ABT-888,DLD1,DB00563,DB07232,4.7505022524000005,3
METHOTREXATE,ABT-888,ES2,DB00563,DB07232,4.6353116737,3
METHOTREXATE,ABT-888,HCT116,DB00563,DB07232,-21.6518337256,3
METHOTREXATE,ABT-888,HT144,DB00563,DB07232,-0.0324452753,3
METHOTREXATE,ABT-888,HT29,DB00563,DB07232,1.4487854227,3
METHOTREXATE,ABT-888,KPL1,DB00563,DB07232,-1.7132725097,3
METHOTREXATE,ABT-888,LOVO,DB00563,DB07232,-15.0955451577,3
METHOTREXATE,ABT-888,MDAMB436,DB00563,DB07232,1.354225445,3
METHOTREXATE,ABT-888,NCIH1650,DB00563,DB07232,-8.966644608500001,3
METHOTREXATE,ABT-888,NCIH2122,DB00563,DB07232,7.799980558500001,3
METHOTREXATE,ABT-888,NCIH23,DB00563,DB07232,-7.5641268573,3
METHOTREXATE,ABT-888,NCIH460,DB00563,DB07232,-12.6803765142,3
METHOTREXATE,ABT-888,NCIH520,DB00563,DB07232,-5.0307371693,3
METHOTREXATE,ABT-888,OV90,DB00563,DB07232,-5.9545659277,3
METHOTREXATE,ABT-888,RKO,DB00563,DB07232,-19.5816978371,3
METHOTREXATE,ABT-888,RPMI7951,DB00563,DB07232,13.4134955954,3
METHOTREXATE,ABT-888,SKMEL30,DB00563,DB07232,16.101037159100002,3
METHOTREXATE,ABT-888,SKMES1,DB00563,DB07232,0.3021722478,3
METHOTREXATE,ABT-888,SKOV3,DB00563,DB07232,-0.4012204524,3
METHOTREXATE,ABT-888,SW620,DB00563,DB07232,-7.4472368751,3
METHOTREXATE,ABT-888,SW837,DB00563,DB07232,8.0808896941,3
METHOTREXATE,ABT-888,T47D,DB00563,DB07232,-31.8679407471,3
METHOTREXATE,ABT-888,UACC62,DB00563,DB07232,2.3546654495,3
METHOTREXATE,ABT-888,VCAP,DB00563,DB07232,4.6150027946,3
METHOTREXATE,ABT-888,ZR751,DB00563,DB07232,-12.0426484161,3
METHOTREXATE,AZD1775,A2058,DB00563,DB11740,-15.7931996972,0
METHOTREXATE,AZD1775,A2780,DB00563,DB11740,-3.6485199962,0
METHOTREXATE,AZD1775,A375,DB00563,DB11740,1.2196618371,0
METHOTREXATE,AZD1775,CAOV3,DB00563,DB11740,25.1511374353,0
METHOTREXATE,AZD1775,DLD1,DB00563,DB11740,-3.3378131798000004,0
METHOTREXATE,AZD1775,ES2,DB00563,DB11740,-2.6329053279,0
METHOTREXATE,AZD1775,HCT116,DB00563,DB11740,-20.0458299092,0
METHOTREXATE,AZD1775,HT144,DB00563,DB11740,9.7638657214,0
METHOTREXATE,AZD1775,HT29,DB00563,DB11740,-19.627497101,0
METHOTREXATE,AZD1775,KPL1,DB00563,DB11740,-13.004110634100002,0
METHOTREXATE,AZD1775,LOVO,DB00563,DB11740,-3.9381727369,0
METHOTREXATE,AZD1775,MDAMB436,DB00563,DB11740,-4.0574771363,0
METHOTREXATE,AZD1775,NCIH1650,DB00563,DB11740,-5.7868335398,0
METHOTREXATE,AZD1775,NCIH2122,DB00563,DB11740,-1.4818624196,0
METHOTREXATE,AZD1775,NCIH23,DB00563,DB11740,-17.9736509523,0
METHOTREXATE,AZD1775,NCIH460,DB00563,DB11740,-11.0422670832,0
METHOTREXATE,AZD1775,NCIH520,DB00563,DB11740,-18.2751758592,0
METHOTREXATE,AZD1775,OV90,DB00563,DB11740,1.1793018927,0
METHOTREXATE,AZD1775,RKO,DB00563,DB11740,-16.788352891,0
METHOTREXATE,AZD1775,RPMI7951,DB00563,DB11740,-9.006737800000002,0
METHOTREXATE,AZD1775,SKMEL30,DB00563,DB11740,-9.6947975107,0
METHOTREXATE,AZD1775,SKMES1,DB00563,DB11740,-13.5051187408,0
METHOTREXATE,AZD1775,SKOV3,DB00563,DB11740,8.7052952617,0
METHOTREXATE,AZD1775,SW620,DB00563,DB11740,-15.1726254539,0
METHOTREXATE,AZD1775,SW837,DB00563,DB11740,-13.1060022914,0
METHOTREXATE,AZD1775,T47D,DB00563,DB11740,-13.4990240197,0
METHOTREXATE,AZD1775,UACC62,DB00563,DB11740,1.5393338273,0
METHOTREXATE,AZD1775,VCAP,DB00563,DB11740,-27.3923267066,0
METHOTREXATE,AZD1775,ZR751,DB00563,DB11740,-13.9776903227,0
METHOTREXATE,BEZ-235,A2058,DB00563,DB11651,-38.0121296961,0
METHOTREXATE,BEZ-235,A2780,DB00563,DB11651,-16.8248103875,0
METHOTREXATE,BEZ-235,A375,DB00563,DB11651,-25.6186202089,0
METHOTREXATE,BEZ-235,CAOV3,DB00563,DB11651,-17.5049063498,0
METHOTREXATE,BEZ-235,DLD1,DB00563,DB11651,-16.9202632015,0
METHOTREXATE,BEZ-235,ES2,DB00563,DB11651,-12.1912692666,0
METHOTREXATE,BEZ-235,HCT116,DB00563,DB11651,-41.0209682445,0
METHOTREXATE,BEZ-235,HT144,DB00563,DB11651,7.257559958300001,0
METHOTREXATE,BEZ-235,HT29,DB00563,DB11651,-6.0205335941,0
METHOTREXATE,BEZ-235,KPL1,DB00563,DB11651,-16.2078600123,0
METHOTREXATE,BEZ-235,LOVO,DB00563,DB11651,7.1755303739,0
METHOTREXATE,BEZ-235,MDAMB436,DB00563,DB11651,-13.4833762542,0
METHOTREXATE,BEZ-235,NCIH1650,DB00563,DB11651,-6.2016476184,0
METHOTREXATE,BEZ-235,NCIH2122,DB00563,DB11651,-11.0910692423,0
METHOTREXATE,BEZ-235,NCIH23,DB00563,DB11651,-31.966717185,0
METHOTREXATE,BEZ-235,NCIH460,DB00563,DB11651,-30.6831327123,0
METHOTREXATE,BEZ-235,NCIH520,DB00563,DB11651,-8.972337789700001,0
METHOTREXATE,BEZ-235,OV90,DB00563,DB11651,5.4436437783,0
METHOTREXATE,BEZ-235,RKO,DB00563,DB11651,-28.0453221626,0
METHOTREXATE,BEZ-235,RPMI7951,DB00563,DB11651,-30.6382651595,0
METHOTREXATE,BEZ-235,SKMEL30,DB00563,DB11651,-3.8804496146,0
METHOTREXATE,BEZ-235,SKMES1,DB00563,DB11651,-19.0119468139,0
METHOTREXATE,BEZ-235,SKOV3,DB00563,DB11651,6.541512429400001,0
METHOTREXATE,BEZ-235,SW620,DB00563,DB11651,-19.462075949000003,0
METHOTREXATE,BEZ-235,SW837,DB00563,DB11651,10.8716199024,0
METHOTREXATE,BEZ-235,T47D,DB00563,DB11651,35.7458350462,0
METHOTREXATE,BEZ-235,UACC62,DB00563,DB11651,-6.2852833183,0
METHOTREXATE,BEZ-235,VCAP,DB00563,DB11651,-30.5795422455,0
METHOTREXATE,BEZ-235,ZR751,DB00563,DB11651,-6.9894717571000005,0
METHOTREXATE,BORTEZOMIB,A2058,DB00563,DB00188,-28.0330924798,2
METHOTREXATE,BORTEZOMIB,A2780,DB00563,DB00188,-16.7723677229,2
METHOTREXATE,BORTEZOMIB,A375,DB00563,DB00188,-16.8954985307,2
METHOTREXATE,BORTEZOMIB,CAOV3,DB00563,DB00188,-20.9546461274,2
METHOTREXATE,BORTEZOMIB,DLD1,DB00563,DB00188,-7.4443640804,2
METHOTREXATE,BORTEZOMIB,ES2,DB00563,DB00188,-29.024335165,2
METHOTREXATE,BORTEZOMIB,HCT116,DB00563,DB00188,-22.5307353011,2
METHOTREXATE,BORTEZOMIB,HT144,DB00563,DB00188,-5.9824949584,2
METHOTREXATE,BORTEZOMIB,HT29,DB00563,DB00188,-16.2710899602,2
METHOTREXATE,BORTEZOMIB,KPL1,DB00563,DB00188,-16.5791511549,2
METHOTREXATE,BORTEZOMIB,LOVO,DB00563,DB00188,-0.2754376488,2
METHOTREXATE,BORTEZOMIB,MDAMB436,DB00563,DB00188,-5.513679445399999,2
METHOTREXATE,BORTEZOMIB,NCIH1650,DB00563,DB00188,-28.2907137808,2
METHOTREXATE,BORTEZOMIB,NCIH2122,DB00563,DB00188,-21.5114290513,2
METHOTREXATE,BORTEZOMIB,NCIH23,DB00563,DB00188,-26.1459387112,2
METHOTREXATE,BORTEZOMIB,NCIH460,DB00563,DB00188,-27.716384683,2
METHOTREXATE,BORTEZOMIB,NCIH520,DB00563,DB00188,-34.766331767,2
METHOTREXATE,BORTEZOMIB,OV90,DB00563,DB00188,-3.1026716763,2
METHOTREXATE,BORTEZOMIB,RKO,DB00563,DB00188,-29.1364793388,2
METHOTREXATE,BORTEZOMIB,RPMI7951,DB00563,DB00188,-13.8718158865,2
METHOTREXATE,BORTEZOMIB,SKMEL30,DB00563,DB00188,-13.3368532786,2
METHOTREXATE,BORTEZOMIB,SKMES1,DB00563,DB00188,-13.2551451926,2
METHOTREXATE,BORTEZOMIB,SKOV3,DB00563,DB00188,-2.2557527939,2
METHOTREXATE,BORTEZOMIB,SW620,DB00563,DB00188,-11.858795195,2
METHOTREXATE,BORTEZOMIB,SW837,DB00563,DB00188,-1.2999613853,2
METHOTREXATE,BORTEZOMIB,T47D,DB00563,DB00188,-34.9957412569,2
METHOTREXATE,BORTEZOMIB,UACC62,DB00563,DB00188,-18.4762928446,2
METHOTREXATE,BORTEZOMIB,VCAP,DB00563,DB00188,-17.651933137,2
METHOTREXATE,BORTEZOMIB,ZR751,DB00563,DB00188,-39.8720635883,2
METHOTREXATE,DASATINIB,A2058,DB00563,DB01254,-9.8923728634,4
METHOTREXATE,DASATINIB,A2780,DB00563,DB01254,5.8542870378,4
METHOTREXATE,DASATINIB,A375,DB00563,DB01254,-11.0788722201,4
METHOTREXATE,DASATINIB,CAOV3,DB00563,DB01254,-9.6739840383,4
METHOTREXATE,DASATINIB,DLD1,DB00563,DB01254,-7.3246253334,4
METHOTREXATE,DASATINIB,ES2,DB00563,DB01254,14.409010803,4
METHOTREXATE,DASATINIB,HCT116,DB00563,DB01254,-35.3524442851,4
METHOTREXATE,DASATINIB,HT144,DB00563,DB01254,-34.2417502071,4
METHOTREXATE,DASATINIB,HT29,DB00563,DB01254,-14.4501167207,4
METHOTREXATE,DASATINIB,KPL1,DB00563,DB01254,-4.3385237532,4
METHOTREXATE,DASATINIB,LOVO,DB00563,DB01254,10.308408487,4
METHOTREXATE,DASATINIB,MDAMB436,DB00563,DB01254,-2.6484076804,4
METHOTREXATE,DASATINIB,NCIH1650,DB00563,DB01254,7.539665510700001,4
METHOTREXATE,DASATINIB,NCIH2122,DB00563,DB01254,13.9728080356,4
METHOTREXATE,DASATINIB,NCIH23,DB00563,DB01254,-16.4257295497,4
METHOTREXATE,DASATINIB,NCIH460,DB00563,DB01254,-21.1926574493,4
METHOTREXATE,DASATINIB,NCIH520,DB00563,DB01254,-1.1378884447,4
METHOTREXATE,DASATINIB,OV90,DB00563,DB01254,-1.6067629104,4
METHOTREXATE,DASATINIB,RKO,DB00563,DB01254,-25.0168566761,4
METHOTREXATE,DASATINIB,RPMI7951,DB00563,DB01254,-24.5255926199,4
METHOTREXATE,DASATINIB,SKMEL30,DB00563,DB01254,-31.2384148314,4
METHOTREXATE,DASATINIB,SKMES1,DB00563,DB01254,-16.5625452433,4
METHOTREXATE,DASATINIB,SKOV3,DB00563,DB01254,-3.1911779644,4
METHOTREXATE,DASATINIB,SW620,DB00563,DB01254,-2.8626962394,4
METHOTREXATE,DASATINIB,SW837,DB00563,DB01254,1.3950499945,4
METHOTREXATE,DASATINIB,T47D,DB00563,DB01254,3.4192411804,4
METHOTREXATE,DASATINIB,UACC62,DB00563,DB01254,-9.3876058902,4
METHOTREXATE,DASATINIB,VCAP,DB00563,DB01254,9.7091949977,4
METHOTREXATE,DASATINIB,ZR751,DB00563,DB01254,-29.4091713431,4
METHOTREXATE,DINACICLIB,A2058,DB00563,DB12021,-13.7468173916,0
METHOTREXATE,DINACICLIB,A2780,DB00563,DB12021,-10.3034395172,0
METHOTREXATE,DINACICLIB,A375,DB00563,DB12021,1.6044163752,0
METHOTREXATE,DINACICLIB,CAOV3,DB00563,DB12021,-4.0522572852,0
METHOTREXATE,DINACICLIB,DLD1,DB00563,DB12021,12.2109058007,0
METHOTREXATE,DINACICLIB,ES2,DB00563,DB12021,-5.7158959185,0
METHOTREXATE,DINACICLIB,HCT116,DB00563,DB12021,-33.420480795100005,0
METHOTREXATE,DINACICLIB,HT144,DB00563,DB12021,-0.5933899743,0
METHOTREXATE,DINACICLIB,HT29,DB00563,DB12021,-3.3151253883,0
METHOTREXATE,DINACICLIB,KPL1,DB00563,DB12021,-13.8844244343,0
METHOTREXATE,DINACICLIB,LOVO,DB00563,DB12021,-2.5522134113,0
METHOTREXATE,DINACICLIB,MDAMB436,DB00563,DB12021,1.9624764565,0
METHOTREXATE,DINACICLIB,NCIH1650,DB00563,DB12021,-10.1046304267,0
METHOTREXATE,DINACICLIB,NCIH2122,DB00563,DB12021,4.2709920311000005,0
METHOTREXATE,DINACICLIB,NCIH23,DB00563,DB12021,-13.6526537927,0
METHOTREXATE,DINACICLIB,NCIH460,DB00563,DB12021,1.6743885905000002,0
METHOTREXATE,DINACICLIB,NCIH520,DB00563,DB12021,-7.9328251164,0
METHOTREXATE,DINACICLIB,OV90,DB00563,DB12021,-4.1323524461000005,0
METHOTREXATE,DINACICLIB,RKO,DB00563,DB12021,-11.6159930717,0
METHOTREXATE,DINACICLIB,RPMI7951,DB00563,DB12021,-5.1748893929,0
METHOTREXATE,DINACICLIB,SKMEL30,DB00563,DB12021,-8.2217983904,0
METHOTREXATE,DINACICLIB,SKMES1,DB00563,DB12021,-4.3375187161,0
METHOTREXATE,DINACICLIB,SKOV3,DB00563,DB12021,-6.7794043322,0
METHOTREXATE,DINACICLIB,SW620,DB00563,DB12021,-12.6762223191,0
METHOTREXATE,DINACICLIB,SW837,DB00563,DB12021,-5.521070602000001,0
METHOTREXATE,DINACICLIB,T47D,DB00563,DB12021,-25.3662138933,0
METHOTREXATE,DINACICLIB,UACC62,DB00563,DB12021,-5.3367320954,0
METHOTREXATE,DINACICLIB,VCAP,DB00563,DB12021,-18.7159047932,0
METHOTREXATE,DINACICLIB,ZR751,DB00563,DB12021,-8.3144484179,0
METHOTREXATE,ERLOTINIB,A2058,DB00563,DB00530,-7.975537017000001,2
METHOTREXATE,ERLOTINIB,A2780,DB00563,DB00530,-3.9360977476,2
METHOTREXATE,ERLOTINIB,A375,DB00563,DB00530,22.8717252262,2
METHOTREXATE,ERLOTINIB,CAOV3,DB00563,DB00530,-23.4980577024,2
METHOTREXATE,ERLOTINIB,DLD1,DB00563,DB00530,-7.8277843589,2
METHOTREXATE,ERLOTINIB,ES2,DB00563,DB00530,22.0590330404,2
METHOTREXATE,ERLOTINIB,HCT116,DB00563,DB00530,-17.909817561500002,2
METHOTREXATE,ERLOTINIB,HT144,DB00563,DB00530,-2.5459846086,2
METHOTREXATE,ERLOTINIB,HT29,DB00563,DB00530,-1.1683741161,2
METHOTREXATE,ERLOTINIB,KPL1,DB00563,DB00530,1.8256624231,2
METHOTREXATE,ERLOTINIB,LOVO,DB00563,DB00530,-1.9601455536,2
METHOTREXATE,ERLOTINIB,MDAMB436,DB00563,DB00530,8.4566313156,2
METHOTREXATE,ERLOTINIB,NCIH1650,DB00563,DB00530,-6.9036945997000005,2
METHOTREXATE,ERLOTINIB,NCIH2122,DB00563,DB00530,-0.0181583928,2
METHOTREXATE,ERLOTINIB,NCIH23,DB00563,DB00530,0.3980544615999999,2
METHOTREXATE,ERLOTINIB,NCIH460,DB00563,DB00530,-16.123376128,2
METHOTREXATE,ERLOTINIB,NCIH520,DB00563,DB00530,-3.5296767865,2
METHOTREXATE,ERLOTINIB,OV90,DB00563,DB00530,11.2698115462,2
METHOTREXATE,ERLOTINIB,RKO,DB00563,DB00530,-7.194164284299999,2
METHOTREXATE,ERLOTINIB,RPMI7951,DB00563,DB00530,-1.0266109899,2
METHOTREXATE,ERLOTINIB,SKMEL30,DB00563,DB00530,-0.5578222965,2
METHOTREXATE,ERLOTINIB,SKMES1,DB00563,DB00530,-3.703172573,2
METHOTREXATE,ERLOTINIB,SKOV3,DB00563,DB00530,5.269008264,2
METHOTREXATE,ERLOTINIB,SW620,DB00563,DB00530,5.7525435835000005,2
METHOTREXATE,ERLOTINIB,SW837,DB00563,DB00530,7.4807634566,2
METHOTREXATE,ERLOTINIB,T47D,DB00563,DB00530,-16.0066860749,2
METHOTREXATE,ERLOTINIB,UACC62,DB00563,DB00530,8.6466050994,2
METHOTREXATE,ERLOTINIB,VCAP,DB00563,DB00530,10.6771215212,2
METHOTREXATE,ERLOTINIB,ZR751,DB00563,DB00530,-8.751963613200001,2
METHOTREXATE,GELDANAMYCIN,A2058,DB00563,DB02424,-44.185155928,0
METHOTREXATE,GELDANAMYCIN,A2780,DB00563,DB02424,-21.0795198217,0
METHOTREXATE,GELDANAMYCIN,A375,DB00563,DB02424,-3.5016084764,0
METHOTREXATE,GELDANAMYCIN,CAOV3,DB00563,DB02424,-16.713469991900002,0
METHOTREXATE,GELDANAMYCIN,DLD1,DB00563,DB02424,-5.3382997079,0
METHOTREXATE,GELDANAMYCIN,ES2,DB00563,DB02424,-2.7600474385000004,0
METHOTREXATE,GELDANAMYCIN,HCT116,DB00563,DB02424,-49.4281041321,0
METHOTREXATE,GELDANAMYCIN,HT144,DB00563,DB02424,-2.9421016956,0
METHOTREXATE,GELDANAMYCIN,HT29,DB00563,DB02424,-9.5723547882,0
METHOTREXATE,GELDANAMYCIN,KPL1,DB00563,DB02424,-29.9059889477,0
METHOTREXATE,GELDANAMYCIN,LOVO,DB00563,DB02424,-5.9971252141,0
METHOTREXATE,GELDANAMYCIN,MDAMB436,DB00563,DB02424,-11.2975990303,0
METHOTREXATE,GELDANAMYCIN,NCIH1650,DB00563,DB02424,-14.618465101099998,0
METHOTREXATE,GELDANAMYCIN,NCIH2122,DB00563,DB02424,-17.6456103451,0
METHOTREXATE,GELDANAMYCIN,NCIH23,DB00563,DB02424,-33.8437530598,0
METHOTREXATE,GELDANAMYCIN,NCIH460,DB00563,DB02424,-39.7058749589,0
METHOTREXATE,GELDANAMYCIN,NCIH520,DB00563,DB02424,-16.3260347557,0
METHOTREXATE,GELDANAMYCIN,OV90,DB00563,DB02424,-2.6297424348,0
METHOTREXATE,GELDANAMYCIN,RKO,DB00563,DB02424,-29.2779515925,0
METHOTREXATE,GELDANAMYCIN,RPMI7951,DB00563,DB02424,-18.5339000947,0
METHOTREXATE,GELDANAMYCIN,SKMEL30,DB00563,DB02424,0.1325450205,0
METHOTREXATE,GELDANAMYCIN,SKMES1,DB00563,DB02424,-19.6293994168,0
METHOTREXATE,GELDANAMYCIN,SKOV3,DB00563,DB02424,-5.1892934104,0
METHOTREXATE,GELDANAMYCIN,SW620,DB00563,DB02424,-26.0994873264,0
METHOTREXATE,GELDANAMYCIN,SW837,DB00563,DB02424,-0.0128632507,0
METHOTREXATE,GELDANAMYCIN,T47D,DB00563,DB02424,-23.8778896464,0
METHOTREXATE,GELDANAMYCIN,UACC62,DB00563,DB02424,-21.0251271719,0
METHOTREXATE,GELDANAMYCIN,VCAP,DB00563,DB02424,-13.7855985652,0
METHOTREXATE,GELDANAMYCIN,ZR751,DB00563,DB02424,-26.0080828327,0
METHOTREXATE,L778123,A2058,DB00563,DB07227,-13.8477118071,2
METHOTREXATE,L778123,A2780,DB00563,DB07227,-5.601141825499999,2
METHOTREXATE,L778123,A375,DB00563,DB07227,-7.651290566699999,2
METHOTREXATE,L778123,CAOV3,DB00563,DB07227,-4.9251607393,2
METHOTREXATE,L778123,DLD1,DB00563,DB07227,4.1349554236,2
METHOTREXATE,L778123,ES2,DB00563,DB07227,-10.0957590717,2
METHOTREXATE,L778123,HCT116,DB00563,DB07227,-16.0969528055,2
METHOTREXATE,L778123,HT144,DB00563,DB07227,-3.105971225,2
METHOTREXATE,L778123,HT29,DB00563,DB07227,-5.755134179500001,2
METHOTREXATE,L778123,KPL1,DB00563,DB07227,-17.5723352192,2
METHOTREXATE,L778123,LOVO,DB00563,DB07227,-3.9767761907,2
METHOTREXATE,L778123,MDAMB436,DB00563,DB07227,-1.9053282891,2
METHOTREXATE,L778123,NCIH1650,DB00563,DB07227,-9.8180255431,2
METHOTREXATE,L778123,NCIH2122,DB00563,DB07227,-13.5456963014,2
METHOTREXATE,L778123,NCIH23,DB00563,DB07227,-10.0078023235,2
METHOTREXATE,L778123,NCIH460,DB00563,DB07227,-18.1248013337,2
METHOTREXATE,L778123,NCIH520,DB00563,DB07227,-4.503716123,2
METHOTREXATE,L778123,OV90,DB00563,DB07227,2.1020162582,2
METHOTREXATE,L778123,RKO,DB00563,DB07227,-14.0472400087,2
METHOTREXATE,L778123,RPMI7951,DB00563,DB07227,-10.5579111855,2
METHOTREXATE,L778123,SKMEL30,DB00563,DB07227,-6.3093494255,2
METHOTREXATE,L778123,SKMES1,DB00563,DB07227,-5.0554152886,2
METHOTREXATE,L778123,SKOV3,DB00563,DB07227,2.9802015623,2
METHOTREXATE,L778123,SW620,DB00563,DB07227,-1.9897472909,2
METHOTREXATE,L778123,SW837,DB00563,DB07227,3.0781059553,2
METHOTREXATE,L778123,T47D,DB00563,DB07227,-24.6935771702,2
METHOTREXATE,L778123,UACC62,DB00563,DB07227,-7.326773571299999,2
METHOTREXATE,L778123,VCAP,DB00563,DB07227,-20.7181805565,2
METHOTREXATE,L778123,ZR751,DB00563,DB07227,-14.897364028,2
METHOTREXATE,LAPATINIB,A2058,DB00563,DB01259,-15.231828394,0
METHOTREXATE,LAPATINIB,A2780,DB00563,DB01259,-3.6093431955,0
METHOTREXATE,LAPATINIB,A375,DB00563,DB01259,14.406119714,0
METHOTREXATE,LAPATINIB,CAOV3,DB00563,DB01259,-18.7653592838,0
METHOTREXATE,LAPATINIB,DLD1,DB00563,DB01259,2.7855751643,0
METHOTREXATE,LAPATINIB,ES2,DB00563,DB01259,26.6303591711,0
METHOTREXATE,LAPATINIB,HCT116,DB00563,DB01259,-21.0959640268,0
METHOTREXATE,LAPATINIB,HT144,DB00563,DB01259,-1.2459319799,0
METHOTREXATE,LAPATINIB,HT29,DB00563,DB01259,-1.4895949245,0
METHOTREXATE,LAPATINIB,KPL1,DB00563,DB01259,-17.1651906172,0
METHOTREXATE,LAPATINIB,LOVO,DB00563,DB01259,4.1585799738,0
